Activity_Type,Movement_Speed_ms,Crowd_Density,Temperature_C,Pilgrim_Age_Group,Pilgrim_Experience,Time_of_Day,Time_Spent_min,Pilgrim_Group_Size,Phone_Battery_Pct,Risk_Level
Resting,0.152,Medium,47.8,40_to_60,Experienced,Night,59.2,45,57,Medium
Prayer,0.056,High,35.3,40_to_60,Experienced,Night,24.9,15,63,Low
Resting,0.285,High,42.8,40_to_60,First-Time,Afternoon,63.4,16,33,Medium
Prayer,0.065,High,44.6,Above_60,Experienced,Maghrib,24.3,25,14,High
Walking,1.17,High,44.5,Above_60,First-Time,Maghrib,29.1,25,66,Medium
Sai,0.874,Medium,45.6,Under_40,First-Time,Noon,88.3,14,97,Medium
Walking,1.093,Medium,42.5,40_to_60,First-Time,Maghrib,16.2,13,55,Low
Resting,0.101,High,43.0,40_to_60,First-Time,Afternoon,39.6,16,33,Medium
Walking,1.067,Medium,40.7,Above_60,Experienced,Fajr,11.3,36,32,Low
Prayer,0.086,Low,36.0,40_to_60,Experienced,Maghrib,26.4,25,69,Low
Walking,0.69,Low,43.3,40_to_60,First-Time,Night,7.0,22,61,Low
Tawaf,0.504,High,40.4,40_to_60,Experienced,Afternoon,32.4,45,61,Low
Resting,0.218,Low,39.0,40_to_60,First-Time,Afternoon,86.5,43,70,Low
Walking,0.569,Medium,43.5,40_to_60,First-Time,Noon,27.8,9,8,Low
Prayer,0.076,High,43.8,40_to_60,Experienced,Maghrib,14.6,9,13,Medium
Walking,0.577,High,39.2,Above_60,First-Time,Morning,6.4,48,8,Low
Walking,1.14,Medium,43.0,Under_40,Experienced,Maghrib,27.4,11,44,Low
Tawaf,0.438,High,41.7,40_to_60,First-Time,Morning,51.2,18,33,Low
Walking,0.903,Low,42.8,Above_60,Experienced,Morning,18.7,45,97,Low
Sai,0.882,Medium,47.0,Under_40,Experienced,Maghrib,82.6,26,36,Medium
Walking,0.689,Low,43.8,Under_40,First-Time,Morning,11.3,37,49,Low
Resting,0.121,Medium,43.5,40_to_60,Experienced,Night,78.1,39,24,Low
Walking,0.841,High,38.5,Above_60,Experienced,Night,29.8,33,33,Low
Walking,0.5,High,39.0,40_to_60,First-Time,Noon,23.5,47,85,Low
Walking,1.122,Medium,43.9,40_to_60,First-Time,Night,14.9,19,97,Low
Tawaf,0.304,Medium,35.6,Under_40,Experienced,Afternoon,76.1,35,24,Low
Walking,1.042,High,40.6,Above_60,First-Time,Morning,5.5,32,98,Low
Prayer,0.047,High,38.9,40_to_60,Experienced,Noon,14.3,22,36,Medium
Walking,0.867,High,41.4,40_to_60,First-Time,Maghrib,23.6,12,90,Low
Prayer,0.021,Medium,41.1,40_to_60,First-Time,Afternoon,15.2,37,33,Low
Tawaf,0.604,High,42.5,40_to_60,Experienced,Afternoon,37.6,49,47,Medium
Walking,0.876,Low,43.9,40_to_60,First-Time,Morning,12.3,19,91,Low
Tawaf,0.382,Low,45.9,40_to_60,First-Time,Maghrib,40.3,11,10,Low
Walking,0.667,Low,46.2,Above_60,First-Time,Noon,15.5,39,19,High
Prayer,0.007,High,41.1,Under_40,Experienced,Noon,12.5,40,100,Low
Tawaf,0.333,High,39.6,40_to_60,First-Time,Maghrib,80.3,44,84,Medium
Walking,0.51,High,38.8,40_to_60,First-Time,Afternoon,24.5,41,12,Low
Tawaf,0.41,High,40.7,Under_40,Experienced,Morning,48.4,17,27,Low
Prayer,0.068,High,38.0,Above_60,Experienced,Afternoon,20.4,45,19,Medium
Walking,0.721,Medium,43.9,Under_40,First-Time,Morning,26.4,45,37,Low
Tawaf,0.471,Medium,46.1,Under_40,First-Time,Maghrib,85.7,15,79,Medium
Resting,0.04,Medium,35.9,Under_40,First-Time,Noon,24.6,40,61,Low
Tawaf,0.588,High,42.0,40_to_60,Experienced,Afternoon,73.3,27,93,Low
Sai,1.04,Medium,48.2,Under_40,First-Time,Afternoon,51.1,27,44,Medium
Walking,0.973,Medium,36.1,40_to_60,First-Time,Morning,5.5,50,83,Low
Prayer,0.074,Medium,47.9,40_to_60,First-Time,Afternoon,11.6,40,13,Medium
Tawaf,0.592,High,38.6,Under_40,First-Time,Night,64.6,8,37,Low
Prayer,0.028,Low,39.6,Above_60,Experienced,Night,17.5,46,81,Low
Prayer,0.051,Medium,44.5,40_to_60,First-Time,Afternoon,12.4,48,29,Medium
Resting,0.076,High,44.0,40_to_60,First-Time,Night,64.8,38,56,Medium
Prayer,0.09,High,41.6,Under_40,First-Time,Afternoon,20.2,50,94,Medium
Walking,1.036,High,38.9,40_to_60,First-Time,Morning,24.7,11,31,Low
Resting,0.148,Medium,37.0,Under_40,First-Time,Afternoon,84.7,41,57,Low
Prayer,0.097,Medium,41.7,Under_40,Experienced,Night,19.3,24,53,Low
Resting,0.164,High,41.2,40_to_60,First-Time,Noon,49.1,39,66,Medium
Prayer,0.033,Medium,38.8,40_to_60,First-Time,Morning,10.0,33,79,Low
Resting,0.029,Medium,41.0,Under_40,First-Time,Night,102.4,37,41,Low
Tawaf,0.572,High,43.0,40_to_60,First-Time,Maghrib,46.0,40,13,Medium
Walking,1.102,Low,46.3,Under_40,Experienced,Fajr,10.3,11,57,Low
Walking,1.107,Medium,42.8,Under_40,Experienced,Afternoon,23.4,36,94,Low
Prayer,0.06,High,41.3,40_to_60,Experienced,Morning,11.4,9,60,Low
Walking,0.775,High,38.7,40_to_60,First-Time,Morning,11.6,19,71,Low
Walking,0.955,High,39.0,Above_60,First-Time,Fajr,15.9,49,87,Low
Tawaf,0.681,High,42.9,40_to_60,First-Time,Morning,56.5,49,39,Medium
Sai,1.088,Medium,43.1,40_to_60,Experienced,Afternoon,52.1,43,69,Low
Walking,0.833,Medium,41.1,Under_40,First-Time,Fajr,6.0,6,78,Low
Walking,0.976,Low,45.6,Above_60,First-Time,Night,16.8,44,51,Medium
Resting,0.263,Low,42.2,Under_40,First-Time,Maghrib,52.5,40,92,Low
Walking,1.054,Medium,40.1,40_to_60,First-Time,Noon,12.1,5,41,Low
Resting,0.007,Medium,39.4,Above_60,Experienced,Morning,43.4,20,79,Low
Walking,0.587,Medium,39.1,Above_60,First-Time,Night,17.6,10,39,Low
Prayer,0.085,Medium,43.9,40_to_60,First-Time,Afternoon,10.4,12,37,Low
Tawaf,0.717,High,39.5,40_to_60,First-Time,Noon,36.4,20,45,Medium
Walking,0.772,High,42.4,40_to_60,Experienced,Morning,13.1,44,97,Low
Walking,0.909,Medium,38.6,Under_40,First-Time,Morning,17.0,16,45,Low
Tawaf,0.753,High,41.3,Above_60,First-Time,Maghrib,71.6,10,54,Medium
Prayer,0.091,High,41.8,40_to_60,Experienced,Afternoon,15.9,41,44,Medium
Resting,0.235,High,51.5,40_to_60,First-Time,Night,85.0,6,15,Medium
Walking,0.647,Medium,36.8,40_to_60,First-Time,Night,14.7,44,69,Low
Prayer,0.073,High,45.2,40_to_60,Experienced,Morning,25.5,15,45,Medium
Prayer,0.01,High,38.9,Above_60,First-Time,Night,19.6,15,59,Medium
Sai,1.426,Low,47.4,40_to_60,First-Time,Night,69.4,14,71,Medium
Prayer,0.015,High,39.2,Above_60,First-Time,Maghrib,18.7,38,42,Medium
Prayer,0.066,Medium,46.1,Above_60,First-Time,Noon,12.7,15,83,Medium
Tawaf,0.605,Medium,42.9,Above_60,Experienced,Morning,40.3,46,61,Low
Walking,1.044,Medium,36.7,Under_40,Experienced,Morning,15.0,38,94,Low
Prayer,0.055,High,42.8,Above_60,First-Time,Fajr,12.0,15,53,High
Resting,0.018,Medium,44.1,40_to_60,Experienced,Maghrib,29.7,39,6,Low
Resting,0.212,Medium,44.4,40_to_60,Experienced,Night,80.5,12,78,Low
Sai,1.068,Low,41.1,Under_40,First-Time,Maghrib,73.5,14,57,Low
Walking,0.724,High,52.0,40_to_60,First-Time,Maghrib,8.2,36,12,Medium
Walking,1.194,High,49.8,Under_40,Experienced,Noon,26.3,35,67,Medium
Resting,0.177,High,43.4,Under_40,First-Time,Afternoon,105.0,8,9,Medium
Sai,1.298,Medium,36.7,Above_60,First-Time,Afternoon,62.1,7,79,Medium
Walking,0.868,Medium,38.0,Above_60,First-Time,Morning,17.4,49,80,Low
Walking,1.039,Low,40.9,40_to_60,First-Time,Maghrib,25.0,50,80,Low
Prayer,0.075,Medium,41.6,Under_40,Experienced,Morning,25.3,34,67,Low
Tawaf,0.629,High,38.7,Under_40,First-Time,Morning,51.8,15,34,Low
Walking,1.198,Medium,39.8,40_to_60,First-Time,Afternoon,12.9,38,74,Low
Walking,0.822,Medium,34.0,40_to_60,First-Time,Afternoon,21.6,7,69,Low
Prayer,0.071,Medium,33.4,Above_60,Experienced,Maghrib,17.3,46,74,Low
Walking,1.058,Medium,42.1,Above_60,First-Time,Afternoon,22.2,25,24,Medium
Prayer,0.038,High,48.4,Above_60,Experienced,Fajr,12.6,45,14,High
Walking,0.82,Low,35.8,40_to_60,First-Time,Night,21.8,15,37,Low
Sai,1.478,High,41.1,Under_40,First-Time,Maghrib,80.3,15,98,Low
Resting,0.01,Low,41.9,40_to_60,First-Time,Night,110.0,28,8,Low
Prayer,0.034,Low,43.5,Under_40,Experienced,Maghrib,19.1,39,20,Low
Prayer,0.049,High,40.0,Above_60,First-Time,Morning,21.2,44,96,Medium
Tawaf,0.301,High,37.6,Above_60,Experienced,Night,47.3,17,35,Medium
Tawaf,0.75,High,44.6,40_to_60,First-Time,Night,39.0,29,14,Medium
Walking,0.7,High,34.2,Above_60,Experienced,Fajr,9.3,9,63,Low
Sai,0.98,Medium,43.5,Under_40,First-Time,Morning,83.0,14,69,Low
Resting,0.246,Low,38.8,40_to_60,First-Time,Night,71.9,42,44,Low
Tawaf,0.439,High,43.0,40_to_60,First-Time,Morning,52.6,38,45,Medium
Prayer,0.066,High,46.6,40_to_60,First-Time,Maghrib,27.3,8,25,High
Prayer,0.082,High,39.3,Above_60,Experienced,Fajr,12.3,29,32,Medium
Tawaf,0.696,Low,40.5,40_to_60,First-Time,Maghrib,65.7,39,13,Low
Tawaf,0.691,Medium,40.3,40_to_60,Experienced,Maghrib,77.4,26,25,Low
Prayer,0.009,High,51.1,40_to_60,First-Time,Night,12.5,27,85,High
Walking,0.556,High,41.5,40_to_60,Experienced,Maghrib,8.0,28,67,Low
Prayer,0.031,Medium,41.3,Above_60,Experienced,Fajr,10.7,14,68,Low
Walking,0.525,High,41.7,Above_60,Experienced,Noon,28.5,7,11,Low
Walking,0.85,Low,47.4,40_to_60,First-Time,Noon,22.3,15,53,Medium
Tawaf,0.497,High,39.4,40_to_60,Experienced,Afternoon,34.3,38,23,Low
Prayer,0.056,Medium,45.2,40_to_60,First-Time,Noon,23.4,20,7,Medium
Resting,0.09,Low,39.0,40_to_60,First-Time,Morning,46.9,30,86,Low
Walking,0.84,Medium,38.7,40_to_60,Experienced,Afternoon,7.7,47,90,Low
Walking,0.734,Low,43.5,Under_40,First-Time,Noon,29.8,23,14,Low
Prayer,0.02,High,46.9,Above_60,First-Time,Night,13.6,32,87,High
Walking,0.955,Low,40.5,40_to_60,Experienced,Noon,25.0,42,27,Low
Walking,0.971,Medium,40.4,Under_40,Experienced,Afternoon,27.0,25,72,Low
Walking,1.08,High,44.5,40_to_60,First-Time,Maghrib,18.3,21,15,Low
Resting,0.262,Low,42.0,40_to_60,First-Time,Maghrib,117.5,46,87,Low
Tawaf,0.652,Medium,44.7,Above_60,First-Time,Afternoon,37.2,21,55,Medium
Tawaf,0.644,High,35.5,40_to_60,First-Time,Noon,87.7,12,24,Medium
Walking,0.54,High,37.8,40_to_60,Experienced,Afternoon,6.8,27,24,Low
Walking,0.577,Medium,41.8,Above_60,Experienced,Maghrib,16.9,31,59,Low
Tawaf,0.706,Medium,43.8,40_to_60,Experienced,Morning,81.3,30,27,Low
Sai,0.963,Medium,41.5,Above_60,First-Time,Morning,69.9,46,94,Low
Tawaf,0.478,High,42.3,40_to_60,Experienced,Afternoon,65.0,23,12,Medium
Prayer,0.015,High,44.4,Under_40,Experienced,Afternoon,13.2,38,8,Medium
Walking,0.637,Medium,37.0,40_to_60,First-Time,Morning,29.6,19,18,Low
Walking,1.043,Low,44.4,40_to_60,First-Time,Noon,10.8,8,69,Medium
Prayer,0.026,High,46.2,40_to_60,First-Time,Fajr,27.2,5,83,High
Prayer,0.045,High,40.6,40_to_60,First-Time,Morning,29.1,48,23,Medium
Tawaf,0.376,High,38.6,40_to_60,First-Time,Maghrib,46.8,32,31,Medium
Prayer,0.068,High,45.6,Under_40,First-Time,Noon,24.6,44,21,High
Walking,1.01,High,48.9,40_to_60,First-Time,Fajr,7.0,14,31,Medium
Resting,0.109,High,42.6,Above_60,Experienced,Night,92.9,32,46,Medium
Resting,0.235,Low,38.5,Under_40,Experienced,Morning,65.9,40,20,Low
Tawaf,0.42,Medium,42.0,40_to_60,First-Time,Noon,37.1,22,92,Low
Resting,0.208,Medium,38.7,Under_40,First-Time,Night,108.9,44,81,Low
Walking,1.011,Low,44.9,Under_40,First-Time,Morning,22.0,7,93,Low
Walking,1.178,Medium,41.8,40_to_60,First-Time,Night,9.2,47,54,Low
Prayer,0.023,High,38.3,40_to_60,Experienced,Maghrib,20.7,50,10,Low
Prayer,0.009,High,42.8,40_to_60,First-Time,Noon,16.5,20,62,Medium
Prayer,0.026,High,39.4,40_to_60,Experienced,Afternoon,24.2,32,18,Medium
Tawaf,0.361,High,36.7,40_to_60,First-Time,Afternoon,67.6,5,80,Medium
Sai,0.919,Medium,45.0,Above_60,First-Time,Maghrib,53.5,19,41,Medium
Sai,1.034,High,43.2,Above_60,First-Time,Fajr,55.9,16,80,Low
Walking,0.79,High,40.1,Under_40,Experienced,Maghrib,22.6,36,26,Low
Walking,1.133,High,47.1,40_to_60,First-Time,Night,21.9,29,26,Medium
Walking,0.637,Low,39.0,40_to_60,Experienced,Noon,12.8,20,50,Low
Tawaf,0.786,Low,40.3,Above_60,Experienced,Morning,58.7,40,62,Low
Resting,0.243,Medium,43.5,Under_40,First-Time,Morning,64.1,43,64,Low
Resting,0.264,Medium,45.5,40_to_60,Experienced,Noon,28.1,41,11,Low
Walking,1.151,Low,43.6,Above_60,First-Time,Morning,20.5,25,68,Medium
Resting,0.226,Low,39.7,40_to_60,Experienced,Morning,42.8,50,99,Low
Walking,1.052,High,41.1,40_to_60,First-Time,Afternoon,16.5,14,100,Low
Resting,0.131,High,39.4,40_to_60,First-Time,Noon,22.5,16,23,Medium
Tawaf,0.555,Medium,40.7,Above_60,Experienced,Night,66.8,18,31,Low
Prayer,0.093,High,41.0,40_to_60,First-Time,Noon,26.8,31,97,Medium
Sai,1.065,Medium,43.7,40_to_60,First-Time,Morning,70.6,22,40,Low
Sai,0.829,High,39.2,Under_40,Experienced,Morning,71.9,38,21,Low
Tawaf,0.681,Medium,45.8,40_to_60,First-Time,Afternoon,70.4,15,17,Medium
Walking,0.901,Low,41.9,40_to_60,First-Time,Afternoon,9.9,19,34,Low
Walking,1.07,Medium,38.6,Under_40,First-Time,Maghrib,6.7,9,78,Low
Walking,0.553,Medium,43.6,40_to_60,First-Time,Noon,26.3,41,51,Low
Tawaf,0.611,High,41.5,40_to_60,First-Time,Night,80.8,43,5,Medium
Walking,0.673,Low,40.2,Under_40,Experienced,Morning,18.6,38,43,Low
Walking,1.132,High,47.7,40_to_60,First-Time,Fajr,9.9,29,65,Medium
Prayer,0.011,Low,40.7,40_to_60,First-Time,Maghrib,26.3,37,90,Low
Walking,1.09,Low,40.2,40_to_60,First-Time,Afternoon,10.5,37,74,Low
Sai,0.862,Medium,45.8,Above_60,First-Time,Afternoon,83.7,19,34,High
Prayer,0.003,Medium,44.0,40_to_60,First-Time,Fajr,18.5,5,7,Low
Resting,0.071,Medium,45.0,40_to_60,First-Time,Morning,21.0,42,25,Medium
Prayer,0.033,High,39.7,40_to_60,Experienced,Morning,26.3,49,58,Low
Prayer,0.063,Medium,42.9,Under_40,First-Time,Afternoon,21.2,11,95,Medium
Resting,0.04,Medium,36.5,Above_60,First-Time,Afternoon,48.4,16,33,Medium
Walking,0.806,Medium,34.3,40_to_60,Experienced,Afternoon,16.3,8,50,Low
Tawaf,0.402,Low,39.6,40_to_60,First-Time,Maghrib,83.2,30,51,Low
Tawaf,0.728,High,42.2,40_to_60,First-Time,Fajr,42.2,14,79,Medium
Tawaf,0.322,High,51.6,40_to_60,Experienced,Afternoon,36.2,12,17,High
Walking,0.749,Low,47.0,40_to_60,First-Time,Morning,24.6,29,88,Medium
Prayer,0.063,Medium,37.6,40_to_60,First-Time,Afternoon,22.4,36,70,Low
Tawaf,0.757,High,45.5,40_to_60,Experienced,Maghrib,82.2,47,96,Medium
Resting,0.26,Medium,36.6,40_to_60,Experienced,Maghrib,47.9,42,22,Low
Walking,1.127,Medium,48.1,40_to_60,Experienced,Morning,19.0,31,99,Low
Sai,0.844,High,40.0,Above_60,First-Time,Noon,46.9,20,24,Low
Walking,1.089,Low,39.7,Under_40,First-Time,Night,26.2,32,49,Low
Walking,1.046,Low,46.1,Above_60,Experienced,Maghrib,9.8,26,18,Medium
Tawaf,0.751,High,39.8,40_to_60,Experienced,Morning,36.9,7,76,Low
Prayer,0.031,High,49.0,40_to_60,First-Time,Afternoon,19.7,42,94,High
Walking,1.138,Medium,39.7,40_to_60,Experienced,Morning,23.6,47,48,Low
Prayer,0.04,High,45.5,Above_60,First-Time,Afternoon,14.2,41,25,High
Walking,0.944,High,42.5,Under_40,First-Time,Afternoon,10.8,22,27,Low
Prayer,0.042,High,44.7,40_to_60,Experienced,Morning,16.3,18,74,Medium
Tawaf,0.514,High,38.0,40_to_60,Experienced,Noon,78.7,35,87,Medium
Sai,1.183,Low,34.7,40_to_60,Experienced,Maghrib,78.6,32,30,Low
Prayer,0.036,Medium,38.2,Under_40,First-Time,Morning,15.4,9,7,Low
Sai,1.355,High,40.4,40_to_60,First-Time,Maghrib,56.5,12,70,Low
Tawaf,0.617,High,41.2,Under_40,First-Time,Noon,84.4,22,75,Medium
Resting,0.207,High,40.1,Under_40,Experienced,Maghrib,79.6,27,17,Low
Resting,0.069,High,33.5,40_to_60,First-Time,Fajr,38.6,36,18,Medium
Walking,1.179,Medium,39.4,40_to_60,Experienced,Morning,8.5,40,78,Low
Resting,0.198,Medium,42.2,Above_60,Experienced,Morning,21.9,16,97,Low
Sai,0.938,High,41.0,Under_40,Experienced,Night,56.1,28,96,Low
Resting,0.225,Medium,40.5,40_to_60,Experienced,Noon,90.6,7,88,Low
Sai,0.922,Medium,40.2,Under_40,Experienced,Afternoon,61.7,26,10,Low
Resting,0.019,Low,42.2,40_to_60,Experienced,Morning,116.3,6,25,Low
Resting,0.158,High,37.8,40_to_60,First-Time,Morning,49.0,28,78,Medium
Walking,0.887,Medium,41.0,40_to_60,Experienced,Afternoon,8.8,12,75,Low
Resting,0.057,Medium,40.4,40_to_60,First-Time,Morning,33.5,41,7,Low
Walking,0.744,Medium,37.0,40_to_60,First-Time,Night,17.2,5,62,Low
Sai,1.462,Medium,41.3,40_to_60,Experienced,Noon,87.2,41,16,Low
Prayer,0.029,Low,34.1,40_to_60,First-Time,Morning,28.0,50,51,Low
Walking,0.609,High,39.3,Above_60,Experienced,Fajr,9.6,8,87,Low
Tawaf,0.796,Low,43.3,Under_40,First-Time,Morning,75.3,12,95,Low
Walking,0.712,Low,43.6,40_to_60,Experienced,Noon,23.8,29,21,Low
Resting,0.204,Medium,42.1,40_to_60,Experienced,Morning,32.4,36,24,Low
Sai,0.962,Medium,42.9,Above_60,Experienced,Noon,58.4,20,60,Medium
Walking,0.885,High,44.5,40_to_60,First-Time,Night,6.9,35,15,Low
Resting,0.116,High,42.4,Under_40,First-Time,Fajr,22.9,9,91,Medium
Resting,0.288,High,46.7,Above_60,Experienced,Maghrib,61.4,47,95,Medium
Resting,0.13,Low,33.5,40_to_60,First-Time,Noon,65.8,17,34,Low
Walking,0.909,Low,45.3,40_to_60,First-Time,Night,5.8,12,97,Medium
Resting,0.283,Medium,33.3,40_to_60,Experienced,Afternoon,116.5,15,41,Low
Walking,1.192,Low,39.5,40_to_60,First-Time,Morning,17.2,7,70,Low
Sai,0.871,High,44.9,Above_60,First-Time,Night,80.5,37,5,Medium
Walking,1.084,Medium,44.5,40_to_60,Experienced,Morning,20.9,8,23,Low
Walking,0.767,High,38.1,40_to_60,First-Time,Noon,20.5,50,58,Low
Sai,1.216,Low,41.8,Above_60,First-Time,Night,58.6,26,29,Low
Walking,0.763,Medium,39.6,40_to_60,Experienced,Morning,27.2,38,73,Low
Walking,0.781,Medium,45.4,Under_40,Experienced,Afternoon,12.5,50,30,Low
Sai,0.911,Low,41.7,40_to_60,Experienced,Night,87.8,43,43,Low
Walking,0.901,Medium,39.4,Under_40,First-Time,Afternoon,6.0,47,29,Low
Walking,0.883,Medium,43.5,40_to_60,Experienced,Afternoon,7.9,39,11,Low
Walking,0.633,Medium,44.3,Above_60,Experienced,Afternoon,23.2,21,70,Medium
Tawaf,0.571,High,41.2,40_to_60,Experienced,Afternoon,66.5,36,58,Low
Tawaf,0.787,High,44.6,40_to_60,First-Time,Night,73.0,30,95,Medium
Prayer,0.071,Medium,48.2,Above_60,First-Time,Afternoon,22.8,19,20,Medium
Resting,0.144,Medium,33.7,Above_60,Experienced,Afternoon,70.4,36,37,Low
Sai,1.441,Low,46.8,40_to_60,First-Time,Maghrib,46.4,8,51,Medium
Walking,0.903,Medium,47.7,40_to_60,First-Time,Afternoon,25.2,34,64,Medium
Sai,0.895,Low,43.8,Above_60,First-Time,Night,68.0,23,88,Medium
Prayer,0.055,Medium,40.7,Under_40,First-Time,Fajr,12.1,46,23,Low
Resting,0.054,Low,35.8,40_to_60,First-Time,Noon,35.2,21,61,Low
Walking,1.037,Medium,42.2,40_to_60,Experienced,Afternoon,21.6,21,38,Low
Tawaf,0.784,Medium,40.4,Under_40,Experienced,Fajr,34.6,16,73,Low
Prayer,0.036,High,36.4,40_to_60,First-Time,Night,27.4,19,91,Medium
Tawaf,0.517,High,39.4,40_to_60,Experienced,Maghrib,77.4,33,51,Medium
Walking,0.795,Medium,41.8,40_to_60,First-Time,Morning,12.7,15,33,Low
Walking,0.7,Medium,43.1,40_to_60,First-Time,Noon,27.1,31,8,Medium
Tawaf,0.697,High,37.9,40_to_60,First-Time,Afternoon,83.1,18,26,Medium
Prayer,0.062,High,32.5,Under_40,First-Time,Noon,26.8,19,83,Medium
Prayer,0.006,High,41.0,Above_60,First-Time,Night,16.2,17,98,Medium
Resting,0.252,Medium,38.3,40_to_60,Experienced,Morning,83.9,38,32,Low
Resting,0.056,Medium,40.3,Above_60,Experienced,Maghrib,62.4,9,46,Low
Tawaf,0.79,High,33.8,40_to_60,First-Time,Noon,62.3,10,92,Medium
Walking,0.764,Low,40.7,Under_40,First-Time,Noon,15.2,33,51,Low
Prayer,0.062,Medium,43.5,Under_40,First-Time,Morning,10.1,47,54,Low
Prayer,0.008,Low,40.2,Above_60,Experienced,Night,10.2,37,98,Low
Walking,0.741,Medium,42.4,40_to_60,First-Time,Noon,24.3,28,81,Medium
Resting,0.241,Low,40.8,Above_60,Experienced,Morning,114.4,48,17,Low
Resting,0.143,Medium,34.1,Above_60,First-Time,Fajr,39.1,33,16,Low
Walking,1.133,High,42.3,Under_40,First-Time,Afternoon,18.6,37,28,Low
Prayer,0.058,High,38.9,Above_60,Experienced,Fajr,16.1,6,99,Medium
Walking,1.15,Medium,36.7,40_to_60,First-Time,Noon,16.9,38,31,Low
Sai,1.488,High,44.7,40_to_60,Experienced,Night,50.3,34,55,Low
Walking,0.818,Medium,43.1,40_to_60,Experienced,Afternoon,23.1,22,46,Low
Prayer,0.057,High,39.6,Under_40,Experienced,Fajr,20.3,26,30,Low
Walking,1.084,High,41.4,Under_40,Experienced,Morning,12.7,7,49,Low
Sai,0.955,Medium,42.6,40_to_60,Experienced,Fajr,74.9,20,57,Low
Sai,1.403,Medium,35.2,40_to_60,First-Time,Night,68.0,14,89,Low
Resting,0.178,Low,37.4,40_to_60,Experienced,Morning,57.4,19,59,Low
Tawaf,0.663,Medium,37.6,40_to_60,Experienced,Fajr,62.0,16,18,Low
Walking,0.556,High,44.0,40_to_60,First-Time,Night,28.8,49,40,Low
Sai,1.336,Medium,48.3,40_to_60,First-Time,Afternoon,48.1,16,54,Medium
Tawaf,0.455,Medium,44.4,40_to_60,First-Time,Noon,85.4,43,78,High
Tawaf,0.703,Medium,42.5,Above_60,First-Time,Night,37.6,19,68,Low
Sai,1.156,High,37.9,Above_60,First-Time,Afternoon,54.3,31,18,Low
Resting,0.082,Low,45.0,Above_60,First-Time,Morning,117.8,24,85,Medium
Prayer,0.095,Medium,40.6,Under_40,Experienced,Maghrib,26.2,11,6,Low
Resting,0.23,Low,38.0,40_to_60,First-Time,Morning,51.9,30,94,Low
Walking,1.19,Medium,44.9,40_to_60,Experienced,Noon,15.1,31,85,Medium
Prayer,0.036,Medium,47.3,Above_60,Experienced,Maghrib,16.0,18,37,Medium
Walking,0.954,Low,45.0,40_to_60,First-Time,Night,10.6,17,52,Low
Walking,0.928,Medium,51.5,40_to_60,First-Time,Afternoon,6.5,18,67,Medium
Walking,0.981,Medium,39.0,40_to_60,First-Time,Afternoon,5.8,24,5,Low
Prayer,0.004,High,40.1,Under_40,Experienced,Fajr,20.0,48,41,Low
Prayer,0.029,High,38.5,40_to_60,Experienced,Afternoon,20.6,36,52,Low
Resting,0.273,Low,38.5,40_to_60,Experienced,Noon,95.0,43,6,Low
Resting,0.127,Medium,47.6,40_to_60,Experienced,Afternoon,25.0,6,18,Medium
Resting,0.288,Medium,37.6,40_to_60,First-Time,Maghrib,69.0,20,99,Low
Prayer,0.021,Medium,39.8,Under_40,First-Time,Afternoon,28.5,22,32,Low
Walking,1.198,High,47.0,Under_40,First-Time,Fajr,26.3,37,45,Medium
Walking,0.988,Medium,43.5,40_to_60,First-Time,Noon,18.4,37,22,Low
Walking,1.043,Low,37.9,Above_60,First-Time,Morning,8.3,33,84,Low
Sai,1.078,High,41.7,40_to_60,Experienced,Morning,52.0,29,62,Low
Walking,1.135,Medium,35.2,40_to_60,First-Time,Morning,16.9,36,15,Low
Sai,1.182,Low,41.2,40_to_60,First-Time,Night,72.8,14,76,Low
Prayer,0.068,High,42.3,40_to_60,Experienced,Maghrib,29.6,17,39,Medium
Resting,0.028,Low,42.6,Above_60,Experienced,Night,102.3,7,87,Low
Sai,1.242,Medium,49.5,40_to_60,First-Time,Afternoon,63.6,27,52,Medium
Tawaf,0.74,High,45.0,40_to_60,Experienced,Fajr,51.0,30,36,Medium
Tawaf,0.389,High,37.3,40_to_60,First-Time,Fajr,30.8,9,76,Medium
Resting,0.221,High,42.4,Above_60,Experienced,Morning,15.8,21,63,Medium
Walking,0.518,Medium,41.7,40_to_60,Experienced,Maghrib,16.9,33,48,Low
Prayer,0.093,High,49.5,Above_60,First-Time,Morning,11.4,36,55,High
Walking,1.188,High,40.2,Under_40,Experienced,Morning,8.9,44,16,Low
Resting,0.106,High,42.5,40_to_60,Experienced,Night,117.9,38,22,Medium
Prayer,0.011,Medium,43.1,40_to_60,First-Time,Morning,24.3,43,100,Low
Walking,0.961,Medium,37.7,40_to_60,Experienced,Afternoon,16.3,35,94,Low
Walking,0.521,Low,35.9,Above_60,Experienced,Noon,26.4,16,42,Low
Walking,0.838,High,41.1,40_to_60,Experienced,Night,9.4,42,74,Low
Sai,0.99,Low,44.7,40_to_60,Experienced,Maghrib,62.5,25,17,Low
Resting,0.142,Low,36.7,40_to_60,First-Time,Noon,45.9,26,11,Low
Walking,0.513,Medium,41.6,40_to_60,First-Time,Night,29.9,34,75,Low
Prayer,0.005,High,39.3,Above_60,First-Time,Maghrib,28.0,24,80,Medium
Prayer,0.002,High,34.3,Above_60,First-Time,Maghrib,20.5,26,39,Medium
